row_id,L,P,tipo,linhas_executaveis,linhas_executadas,linhas_nao_executadas,binary_tempo_ns,binary_memoria_kb,binary_iteracoes,interpolation_tempo_ns,interpolation_memoria_kb,interpolation_iteracoes,binary_interpolation_tempo_ns,binary_interpolation_memoria_kb,binary_interpolation_iteracoes,interpolation_once_binary_tempo_ns,interpolation_once_binary_memoria_kb,interpolation_once_binary_iteracoes
sim_016_L_8192_P_40_biased,8192,40,biased,8192,3276,4916,45.292,21172.0,11.349,86.983,21172.0,5.991,63.13,21172.0,3.42,51.805,21172.0,10.218
sim_016_L_8192_P_40_cluster,8192,40,cluster,8192,3276,4916,49.832,21356.0,11.376,109.435,21356.0,7.102,90.346,21356.0,5.107,58.628,21356.0,11.15
sim_016_L_8192_P_40_fault,8192,40,fault,8192,3276,4916,60.58,21108.0,11.358,45.416,21108.0,3.179,50.906,21108.0,2.975,55.654,21108.0,10.474
sim_016_L_8192_P_40_uniform,8192,40,uniform,8192,3276,4916,55.538,21652.0,11.352,37.287,21652.0,2.809,50.567,21652.0,2.729,64.2,21652.0,10.793
sim_016_L_8192_P_50_biased,8192,50,biased,8192,4096,4096,52.2,21108.0,11.502,78.323,21108.0,5.043,62.899,21108.0,3.599,50.202,21108.0,10.142
sim_016_L_8192_P_50_cluster,8192,50,cluster,8192,4096,4096,49.176,21208.0,11.51,100.075,21208.0,6.925,85.063,21208.0,4.827,53.282,21208.0,11.257
sim_016_L_8192_P_50_fault,8192,50,fault,8192,4096,4096,52.419,21640.0,11.502,46.998,21640.0,3.283,54.938,21640.0,3.063,57.762,21640.0,11.558
sim_016_L_8192_P_50_uniform,8192,50,uniform,8192,4096,4096,53.348,21172.0,11.502,39.442,21172.0,2.775,41.638,21172.0,2.714,50.283,21172.0,11.008
sim_016_L_8192_P_60_biased,8192,60,biased,8192,4915,3277,51.292,21208.0,11.735,65.551,21208.0,4.486,62.831,21208.0,3.714,50.473,21208.0,10.266
sim_016_L_8192_P_60_cluster,8192,60,cluster,8192,4915,3277,49.602,21356.0,11.72,81.807,21356.0,5.379,72.621,21356.0,4.121,55.131,21356.0,10.831
sim_016_L_8192_P_60_fault,8192,60,fault,8192,4915,3277,57.82,21652.0,11.727,44.94,21652.0,3.115,48.202,21652.0,2.923,60.99,21652.0,11.472
sim_016_L_8192_P_60_uniform,8192,60,uniform,8192,4915,3277,51.868,21640.0,11.743,41.449,21640.0,2.988,48.441,21640.0,2.948,54.498,21640.0,10.516
sim_016_L_8192_P_70_biased,8192,70,biased,8192,5734,2458,52.116,21172.0,11.866,56.226,21172.0,4.029,68.768,21172.0,3.672,58.919,21172.0,11.246
sim_016_L_8192_P_70_cluster,8192,70,cluster,8192,5734,2458,48.585,21108.0,11.873,82.545,21108.0,5.611,65.869,21108.0,3.906,52.254,21108.0,10.655
sim_016_L_8192_P_70_fault,8192,70,fault,8192,5734,2458,55.967,21356.0,11.873,46.142,21356.0,3.054,53.01,21356.0,2.941,59.374,21356.0,11.514
sim_016_L_8192_P_70_uniform,8192,70,uniform,8192,5734,2458,55.839,21172.0,11.873,37.346,21172.0,2.739,43.98,21172.0,2.709,53.512,21172.0,10.9
sim_016_L_8192_P_80_biased,8192,80,biased,8192,6553,1639,53.39,21640.0,11.955,55.034,21640.0,3.761,57.65,21640.0,3.522,56.794,21640.0,11.201
sim_016_L_8192_P_80_cluster,8192,80,cluster,8192,6553,1639,50.15,21208.0,11.975,66.322,21208.0,4.91,67.247,21208.0,3.948,57.887,21208.0,11.017
sim_016_L_8192_P_80_fault,8192,80,fault,8192,6553,1639,55.752,21592.0,11.951,46.016,21592.0,3.441,55.529,21592.0,3.365,57.435,21592.0,11.939
sim_016_L_8192_P_80_uniform,8192,80,uniform,8192,6553,1639,52.633,21208.0,11.951,40.777,21208.0,2.754,47.315,21208.0,2.736,59.996,21208.0,11.762
sim_017_L_1024_P_30_biased,1024,30,biased,1024,307,717,37.645,13476.0,8.102,95.538,13476.0,6.336,48.933,13476.0,2.861,35.623,13476.0,7.643
sim_017_L_1024_P_30_cluster,1024,30,cluster,1024,307,717,28.249,13356.0,8.208,63.738,13356.0,4.761,44.642,13356.0,2.998,37.994,13356.0,8.523
sim_017_L_1024_P_30_fault,1024,30,fault,1024,307,717,33.22,13476.0,8.05,34.853,13476.0,2.707,37.819,13476.0,2.541,37.052,13476.0,7.988
sim_017_L_1024_P_30_uniform,1024,30,uniform,1024,307,717,24.898,13472.0,8.043,28.946,13472.0,2.283,27.295,13472.0,2.078,31.343,13472.0,6.938
sim_017_L_1024_P_40_biased,1024,40,biased,1024,409,615,35.463,13608.0,8.375,70.155,13608.0,5.012,45.962,13608.0,2.942,41.459,13608.0,7.761
sim_017_L_1024_P_40_cluster,1024,40,cluster,1024,409,615,26.09,13612.0,8.096,65.677,13612.0,4.73,52.853,13612.0,3.267,29.818,13612.0,8.065
sim_017_L_1024_P_40_fault,1024,40,fault,1024,409,615,30.682,13356.0,8.372,36.901,13356.0,3.011,46.005,13356.0,2.832,31.903,13356.0,7.449
sim_017_L_1024_P_40_uniform,1024,40,uniform,1024,409,615,36.705,13608.0,8.394,34.437,13608.0,2.27,32.844,13608.0,2.213,36.306,13608.0,8.03
sim_017_L_1024_P_50_biased,1024,50,biased,1024,512,512,32.268,13612.0,8.515,57.684,13612.0,3.794,50.164,13612.0,2.962,32.878,13612.0,7.347
sim_017_L_1024_P_50_cluster,1024,50,cluster,1024,512,512,38.662,13484.0,8.511,62.892,13484.0,4.318,43.127,13484.0,2.857,36.489,13484.0,8.531
sim_017_L_1024_P_50_fault,1024,50,fault,1024,512,512,31.682,13472.0,8.511,39.93,13472.0,2.864,41.634,13472.0,2.704,45.839,13472.0,8.396
sim_017_L_1024_P_50_uniform,1024,50,uniform,1024,512,512,37.381,13612.0,8.512,37.566,13612.0,2.767,46.726,13612.0,2.647,43.637,13612.0,8.592
sim_017_L_1024_P_60_biased,1024,60,biased,1024,614,410,30.602,13608.0,8.754,41.951,13608.0,3.311,53.833,13608.0,3.016,37.202,13608.0,7.711
sim_017_L_1024_P_60_cluster,1024,60,cluster,1024,614,410,39.068,13612.0,8.794,69.097,13612.0,4.547,64.704,13612.0,3.529,43.038,13612.0,8.654
sim_017_L_1024_P_60_fault,1024,60,fault,1024,614,410,34.87,13728.0,8.713,40.522,13728.0,3.021,44.677,13728.0,2.809,36.233,13728.0,8.296
sim_017_L_1024_P_60_uniform,1024,60,uniform,1024,614,410,35.155,13472.0,8.733,40.772,13472.0,2.762,41.848,13472.0,2.678,50.553,13472.0,8.563
sim_017_L_1024_P_70_biased,1024,70,biased,1024,716,308,34.598,13612.0,8.889,42.93,13612.0,3.103,45.366,13612.0,3.004,42.071,13612.0,7.604
sim_017_L_1024_P_70_cluster,1024,70,cluster,1024,716,308,41.574,13612.0,8.915,68.381,13612.0,5.085,64.868,13612.0,3.753,49.502,13612.0,8.89
sim_017_L_1024_P_70_fault,1024,70,fault,1024,716,308,37.477,13472.0,8.904,33.343,13472.0,2.572,35.069,13472.0,2.454,40.934,13472.0,8.764
sim_017_L_1024_P_70_uniform,1024,70,uniform,1024,716,308,35.633,13484.0,8.87,26.343,13484.0,2.514,32.517,13484.0,2.444,43.231,13484.0,7.948
sim_017_L_1024_P_80_biased,1024,80,biased,1024,819,205,38.186,13612.0,8.956,43.422,13612.0,2.914,42.198,13612.0,2.876,47.641,13612.0,7.614
sim_017_L_1024_P_80_cluster,1024,80,cluster,1024,819,205,39.887,13484.0,8.926,51.52,13484.0,3.458,56.604,13484.0,3.268,42.678,13484.0,8.902
sim_017_L_1024_P_80_fault,1024,80,fault,1024,819,205,36.343,13728.0,8.974,33.213,13728.0,2.631,37.241,13728.0,2.522,44.826,13728.0,8.091
sim_017_L_1024_P_80_uniform,1024,80,uniform,1024,819,205,32.014,13612.0,8.957,35.757,13612.0,2.457,39.544,13612.0,2.474,49.671,13612.0,8.717
sim_017_L_128_P_30_biased,128,30,biased,128,38,90,17.222,13728.0,5.172,46.132,13728.0,3.094,27.872,13728.0,1.688,17.881,13728.0,3.898
sim_017_L_128_P_30_cluster,128,30,cluster,128,38,90,27.116,13612.0,5.094,22.902,13612.0,1.711,16.847,13612.0,1.227,28.123,13612.0,5.289
sim_017_L_128_P_30_fault,128,30,fault,128,38,90,19.445,13612.0,5.227,32.108,13612.0,2.336,36.121,13612.0,1.898,31.407,13612.0,4.883
sim_017_L_128_P_30_uniform,128,30,uniform,128,38,90,17.094,13484.0,5.125,14.533,13484.0,1.586,19.376,13484.0,1.594,24.228,13484.0,5.078
sim_017_L_128_P_40_biased,128,40,biased,128,51,77,14.932,13728.0,5.422,55.311,13728.0,3.922,38.319,13728.0,2.391,27.88,13728.0,5.102
sim_017_L_128_P_40_cluster,128,40,cluster,128,51,77,24.037,13484.0,5.391,4.826,13484.0,0.398,5.438,13484.0,0.398,15.365,13484.0,3.844
sim_017_L_128_P_40_fault,128,40,fault,128,51,77,22.913,13736.0,5.5,29.32,13736.0,2.438,32.655,13736.0,2.117,31.418,13736.0,5.023
sim_017_L_128_P_40_uniform,128,40,uniform,128,51,77,17.873,13472.0,5.477,18.396,13472.0,1.773,21.236,13472.0,1.75,19.116,13472.0,4.477
sim_017_L_128_P_50_biased,128,50,biased,128,64,64,23.388,13612.0,5.57,38.197,13612.0,3.195,32.751,13612.0,2.273,23.263,13612.0,5.242
sim_017_L_128_P_50_cluster,128,50,cluster,128,64,64,30.186,13612.0,5.703,64.724,13612.0,3.578,32.847,13612.0,1.914,35.324,13612.0,5.977
sim_017_L_128_P_50_fault,128,50,fault,128,64,64,27.416,13604.0,5.562,67.944,13604.0,3.812,39.219,13604.0,2.328,36.216,13604.0,5.203
sim_017_L_128_P_50_uniform,128,50,uniform,128,64,64,27.08,13612.0,5.562,26.308,13612.0,2.148,36.818,13612.0,2.086,26.79,13612.0,5.336
sim_017_L_128_P_60_biased,128,60,biased,128,76,52,28.36,13612.0,5.836,31.11,13612.0,2.242,36.915,13612.0,2.164,30.076,13612.0,5.773
sim_017_L_128_P_60_cluster,128,60,cluster,128,76,52,25.133,13612.0,6.062,7.126,13612.0,0.594,10.049,13612.0,0.594,15.236,13612.0,3.438
sim_017_L_128_P_60_fault,128,60,fault,128,76,52,21.243,13736.0,5.766,34.377,13736.0,2.258,26.475,13736.0,2.047,24.49,13736.0,5.109
sim_017_L_128_P_60_uniform,128,60,uniform,128,76,52,16.824,13612.0,5.828,26.092,13612.0,1.906,27.149,13612.0,1.859,33.726,13612.0,5.32
sim_017_L_128_P_70_biased,128,70,biased,128,89,39,25.54,13600.0,5.93,21.572,13600.0,2.117,36.324,13600.0,2.039,22.641,13600.0,4.742
sim_017_L_128_P_70_cluster,128,70,cluster,128,89,39,27.907,13736.0,6.062,51.486,13736.0,3.695,36.793,13736.0,2.422,26.969,13736.0,5.852
sim_017_L_128_P_70_fault,128,70,fault,128,89,39,28.73,13728.0,5.961,31.406,13728.0,2.109,25.517,13728.0,2.0,21.556,13728.0,5.328
sim_017_L_128_P_70_uniform,128,70,uniform,128,89,39,20.875,13728.0,5.969,14.397,13728.0,1.578,21.665,13728.0,1.586,25.186,13728.0,5.094
sim_017_L_128_P_80_biased,128,80,biased,128,102,26,23.445,13728.0,6.023,21.041,13728.0,2.234,25.567,13728.0,2.172,24.568,13728.0,6.023
sim_017_L_128_P_80_cluster,128,80,cluster,128,102,26,23.888,13736.0,5.859,39.76,13736.0,2.977,36.614,13736.0,2.406,31.797,13736.0,6.383
sim_017_L_128_P_80_fault,128,80,fault,128,102,26,21.022,13612.0,5.992,27.727,13612.0,2.164,27.962,13612.0,2.117,22.836,13612.0,5.695
sim_017_L_128_P_80_uniform,128,80,uniform,128,102,26,17.076,13732.0,6.047,25.054,13732.0,1.82,26.491,13732.0,1.805,24.164,13732.0,4.484
sim_017_L_16384_P_30_biased,16384,30,biased,16384,4915,11469,57.293,15168.0,12.036,127.291,15168.0,8.565,56.057,15168.0,3.36,50.275,15168.0,10.641
sim_017_L_16384_P_30_cluster,16384,30,cluster,16384,4915,11469,51.17,15268.0,12.003,112.576,15268.0,7.484,90.744,15268.0,5.168,60.418,15268.0,12.031
sim_017_L_16384_P_30_fault,16384,30,fault,16384,4915,11469,50.091,15076.0,12.035,51.428,15076.0,3.699,59.653,15076.0,3.486,59.311,15076.0,11.461
sim_017_L_16384_P_30_uniform,16384,30,uniform,16384,4915,11469,52.151,15272.0,12.038,42.616,15272.0,2.924,49.49,15272.0,2.819,64.108,15272.0,12.361
sim_017_L_16384_P_40_biased,16384,40,biased,16384,6553,9831,54.724,15268.0,12.361,95.336,15268.0,6.465,64.127,15268.0,3.675,56.363,15268.0,10.979
sim_017_L_16384_P_40_cluster,16384,40,cluster,16384,6553,9831,56.594,15304.0,12.372,124.11,15304.0,7.711,89.767,15304.0,5.186,52.982,15304.0,11.716
sim_017_L_16384_P_40_fault,16384,40,fault,16384,6553,9831,55.523,15168.0,12.358,51.965,15168.0,3.557,58.87,15168.0,3.291,59.27,15168.0,11.59
sim_017_L_16384_P_40_uniform,16384,40,uniform,16384,6553,9831,55.963,15268.0,12.351,42.379,15268.0,3.178,51.855,15268.0,3.071,56.01,15268.0,11.951
sim_017_L_16384_P_50_biased,16384,50,biased,16384,8192,8192,52.089,15276.0,12.501,84.537,15276.0,5.478,63.27,15276.0,3.783,57.593,15276.0,11.231
sim_017_L_16384_P_50_cluster,16384,50,cluster,16384,8192,8192,55.069,15376.0,12.503,102.777,15376.0,7.12,88.153,15376.0,5.016,58.287,15376.0,11.913
sim_017_L_16384_P_50_fault,16384,50,fault,16384,8192,8192,53.298,15424.0,12.501,45.388,15424.0,3.436,53.239,15424.0,3.195,55.787,15424.0,11.474
sim_017_L_16384_P_50_uniform,16384,50,uniform,16384,8192,8192,62.431,15168.0,12.501,44.295,15168.0,3.113,55.011,15168.0,3.02,58.828,15168.0,12.244
sim_017_L_16384_P_60_biased,16384,60,biased,16384,9830,6554,59.041,15376.0,12.733,75.52,15376.0,4.92,61.95,15376.0,3.675,56.838,15376.0,11.949
sim_017_L_16384_P_60_cluster,16384,60,cluster,16384,9830,6554,57.922,15424.0,12.745,111.386,15424.0,7.067,90.374,15424.0,5.255,58.195,15424.0,12.468
sim_017_L_16384_P_60_fault,16384,60,fault,16384,9830,6554,54.592,15276.0,12.734,52.211,15276.0,3.66,59.159,15276.0,3.534,62.667,15276.0,12.764
sim_017_L_16384_P_60_uniform,16384,60,uniform,16384,9830,6554,56.678,15360.0,12.739,35.081,15360.0,2.782,43.528,15360.0,2.727,61.307,15360.0,11.967
sim_017_L_16384_P_70_biased,16384,70,biased,16384,11468,4916,53.528,15268.0,12.875,59.074,15268.0,4.158,58.545,15268.0,3.661,53.578,15268.0,11.468
sim_017_L_16384_P_70_cluster,16384,70,cluster,16384,11468,4916,58.475,15376.0,12.9,79.252,15376.0,5.372,77.359,15376.0,4.481,56.541,15376.0,12.212
sim_017_L_16384_P_70_fault,16384,70,fault,16384,11468,4916,55.416,15276.0,12.878,41.645,15276.0,3.148,48.264,15276.0,3.003,60.055,15276.0,12.547
sim_017_L_16384_P_70_uniform,16384,70,uniform,16384,11468,4916,58.847,15492.0,12.869,37.375,15492.0,2.767,46.661,15492.0,2.723,59.933,15492.0,11.7
sim_017_L_16384_P_80_biased,16384,80,biased,16384,13107,3277,54.138,15276.0,12.95,55.424,15276.0,3.892,58.728,15276.0,3.617,56.104,15276.0,11.571
sim_017_L_16384_P_80_cluster,16384,80,cluster,16384,13107,3277,57.513,15376.0,12.972,69.885,15376.0,4.853,69.839,15376.0,4.225,60.378,15376.0,12.468
sim_017_L_16384_P_80_fault,16384,80,fault,16384,13107,3277,58.429,15376.0,12.957,48.74,15376.0,3.604,57.294,15376.0,3.481,61.109,15376.0,12.365
sim_017_L_16384_P_80_uniform,16384,80,uniform,16384,13107,3277,57.44,15360.0,12.95,37.315,15360.0,2.957,44.602,15360.0,2.92,70.613,15360.0,12.691
sim_017_L_2048_P_30_biased,2048,30,biased,2048,614,1434,36.043,15380.0,9.043,84.016,15380.0,6.268,50.959,15380.0,2.927,42.48,15380.0,8.234
sim_017_L_2048_P_30_cluster,2048,30,cluster,2048,614,1434,40.249,15360.0,8.987,89.483,15360.0,5.56,73.881,15360.0,3.707,43.537,15360.0,9.066
sim_017_L_2048_P_30_fault,2048,30,fault,2048,614,1434,39.741,15416.0,9.016,49.464,15416.0,3.141,57.017,15416.0,2.891,47.368,15416.0,8.439
sim_017_L_2048_P_30_uniform,2048,30,uniform,2048,614,1434,41.866,15276.0,9.052,40.864,15276.0,2.689,51.619,15276.0,2.542,45.668,15276.0,8.517
sim_017_L_2048_P_40_biased,2048,40,biased,2048,819,1229,42.627,15376.0,9.344,75.859,15376.0,4.945,54.146,15376.0,3.059,43.964,15376.0,8.138
sim_017_L_2048_P_40_cluster,2048,40,cluster,2048,819,1229,40.137,15272.0,9.376,115.979,15272.0,6.711,60.798,15272.0,3.738,41.55,15272.0,9.163
sim_017_L_2048_P_40_fault,2048,40,fault,2048,819,1229,52.175,15492.0,9.334,50.548,15492.0,3.095,46.884,15492.0,2.808,50.103,15492.0,9.069
sim_017_L_2048_P_40_uniform,2048,40,uniform,2048,819,1229,40.586,15360.0,9.362,36.417,15360.0,2.608,39.611,15360.0,2.492,45.878,15360.0,9.529
sim_017_L_2048_P_50_biased,2048,50,biased,2048,1024,1024,35.359,15276.0,9.507,53.166,15276.0,4.11,53.108,15276.0,3.318,40.457,15276.0,8.321
sim_017_L_2048_P_50_cluster,2048,50,cluster,2048,1024,1024,42.684,15376.0,9.52,93.473,15376.0,5.955,69.904,15376.0,3.94,44.006,15376.0,8.997
sim_017_L_2048_P_50_fault,2048,50,fault,2048,1024,1024,35.673,15376.0,9.511,39.476,15376.0,2.947,45.335,15376.0,2.737,43.589,15376.0,9.321
sim_017_L_2048_P_50_uniform,2048,50,uniform,2048,1024,1024,42.273,15272.0,9.506,46.957,15272.0,3.118,52.837,15272.0,2.945,45.803,15272.0,9.165
sim_017_L_2048_P_60_biased,2048,60,biased,2048,1228,820,38.441,15416.0,9.746,55.831,15416.0,3.852,54.92,15416.0,3.284,43.493,15416.0,8.43
sim_017_L_2048_P_60_cluster,2048,60,cluster,2048,1228,820,38.135,15272.0,9.783,62.747,15272.0,4.562,55.648,15272.0,3.42,52.802,15272.0,9.548
sim_017_L_2048_P_60_fault,2048,60,fault,2048,1228,820,37.199,15376.0,9.738,52.004,15376.0,3.555,58.668,15376.0,3.378,43.078,15376.0,9.267
sim_017_L_2048_P_60_uniform,2048,60,uniform,2048,1228,820,51.955,15360.0,9.729,41.106,15360.0,2.629,45.552,15360.0,2.576,55.667,15360.0,8.9
sim_017_L_2048_P_70_biased,2048,70,biased,2048,1433,615,45.172,15380.0,9.871,47.342,15380.0,3.488,52.46,15380.0,3.137,52.713,15380.0,9.401
sim_017_L_2048_P_70_cluster,2048,70,cluster,2048,1433,615,39.563,15272.0,9.824,68.897,15272.0,4.267,72.783,15272.0,3.776,55.823,15272.0,9.977
sim_017_L_2048_P_70_fault,2048,70,fault,2048,1433,615,52.706,15492.0,9.866,44.279,15492.0,2.843,46.571,15492.0,2.697,52.731,15492.0,9.566
sim_017_L_2048_P_70_uniform,2048,70,uniform,2048,1433,615,52.608,15276.0,9.874,49.818,15276.0,2.458,46.478,15276.0,2.411,57.029,15276.0,8.846
sim_017_L_2048_P_80_biased,2048,80,biased,2048,1638,410,35.944,15380.0,9.951,41.355,15380.0,3.12,57.875,15380.0,3.017,60.065,15380.0,9.391
sim_017_L_2048_P_80_cluster,2048,80,cluster,2048,1638,410,38.904,15376.0,9.952,65.942,15376.0,4.194,63.061,15376.0,3.35,51.29,15376.0,9.182
sim_017_L_2048_P_80_fault,2048,80,fault,2048,1638,410,47.222,15272.0,9.956,43.715,15272.0,2.927,45.606,15272.0,2.811,50.894,15272.0,9.244
sim_017_L_2048_P_80_uniform,2048,80,uniform,2048,1638,410,48.984,15380.0,9.958,37.936,15380.0,2.343,43.263,15380.0,2.334,52.662,15380.0,9.146
sim_017_L_256_P_30_biased,256,30,biased,256,76,180,23.561,15376.0,6.004,53.41,15376.0,3.625,27.829,15376.0,1.789,26.688,15376.0,5.043
sim_017_L_256_P_30_cluster,256,30,cluster,256,76,180,23.759,15416.0,6.062,59.849,15416.0,3.473,42.459,15416.0,2.0,36.279,15416.0,6.152
sim_017_L_256_P_30_fault,256,30,fault,256,76,180,26.64,15376.0,5.965,44.776,15376.0,2.691,42.085,15376.0,2.465,42.156,15376.0,5.727
sim_017_L_256_P_30_uniform,256,30,uniform,256,76,180,32.99,15416.0,6.082,31.486,15416.0,1.766,35.884,15416.0,1.754,45.11,15416.0,5.645
sim_017_L_256_P_40_biased,256,40,biased,256,102,154,39.269,15276.0,6.398,61.019,15276.0,3.262,41.566,15276.0,2.324,33.759,15276.0,5.25
sim_017_L_256_P_40_cluster,256,40,cluster,256,102,154,33.821,15360.0,6.27,88.162,15360.0,4.633,55.186,15360.0,2.699,48.029,15360.0,6.492
sim_017_L_256_P_40_fault,256,40,fault,256,102,154,21.405,15492.0,6.488,35.9,15492.0,2.914,53.629,15492.0,2.684,38.225,15492.0,6.023
sim_017_L_256_P_40_uniform,256,40,uniform,256,102,154,28.263,15492.0,6.391,19.144,15492.0,1.805,27.527,15492.0,1.746,36.305,15492.0,5.91
sim_017_L_256_P_50_biased,256,50,biased,256,128,128,25.941,15380.0,6.539,32.888,15380.0,2.801,38.104,15380.0,2.496,26.225,15380.0,5.742
sim_017_L_256_P_50_cluster,256,50,cluster,256,128,128,27.349,15360.0,6.578,27.123,15360.0,2.203,26.838,15360.0,1.559,27.665,15360.0,6.762
sim_017_L_256_P_50_fault,256,50,fault,256,128,128,36.687,15376.0,6.562,46.334,15376.0,2.746,44.814,15376.0,2.613,31.546,15376.0,6.453
sim_017_L_256_P_50_uniform,256,50,uniform,256,128,128,32.774,15492.0,6.535,28.381,15492.0,2.184,32.996,15492.0,2.082,33.793,15492.0,6.539
sim_017_L_256_P_60_biased,256,60,biased,256,153,103,27.374,15376.0,6.805,50.576,15376.0,2.727,58.642,15376.0,2.559,39.205,15376.0,5.922
sim_017_L_256_P_60_cluster,256,60,cluster,256,153,103,24.438,15360.0,6.715,68.318,15360.0,4.797,47.129,15360.0,2.977,38.156,15360.0,7.109
sim_017_L_256_P_60_fault,256,60,fault,256,153,103,25.248,15276.0,6.82,36.813,15276.0,2.758,39.867,15276.0,2.645,38.019,15276.0,6.305
sim_017_L_256_P_60_uniform,256,60,uniform,256,153,103,25.162,15376.0,6.723,37.798,15376.0,2.203,32.091,15376.0,2.105,37.526,15376.0,6.117
sim_017_L_256_P_70_biased,256,70,biased,256,179,77,30.602,15492.0,6.926,43.424,15492.0,2.496,39.901,15492.0,2.27,45.517,15492.0,5.945
sim_017_L_256_P_70_cluster,256,70,cluster,256,179,77,29.816,15376.0,6.961,28.458,15376.0,1.902,33.054,15376.0,1.812,33.327,15376.0,6.73
sim_017_L_256_P_70_fault,256,70,fault,256,179,77,30.784,15376.0,6.941,45.667,15376.0,2.66,51.754,15376.0,2.562,45.754,15376.0,6.074
sim_017_L_256_P_70_uniform,256,70,uniform,256,179,77,39.839,15272.0,6.941,29.343,15272.0,1.977,28.156,15272.0,1.91,35.194,15272.0,6.223
sim_017_L_256_P_80_biased,256,80,biased,256,204,52,29.146,15276.0,6.984,41.202,15276.0,2.457,46.62,15276.0,2.461,31.082,15276.0,5.98
sim_017_L_256_P_80_cluster,256,80,cluster,256,204,52,31.831,15360.0,7.004,32.3,15360.0,1.688,32.602,15360.0,1.797,34.205,15360.0,6.809
sim_017_L_256_P_80_fault,256,80,fault,256,204,52,43.256,15276.0,7.035,41.74,15276.0,2.484,58.118,15276.0,2.254,47.169,15276.0,6.051
sim_017_L_256_P_80_uniform,256,80,uniform,256,204,52,33.863,15272.0,6.977,35.729,15272.0,2.062,37.359,15272.0,2.09,41.677,15272.0,5.875
sim_017_L_32768_P_30_biased,32768,30,biased,32768,9830,22938,61.243,17396.0,13.033,156.976,17396.0,9.585,61.966,17396.0,3.648,60.18,17396.0,11.756
sim_017_L_32768_P_30_cluster,32768,30,cluster,32768,9830,22938,61.506,17344.0,13.002,132.572,17344.0,8.366,109.243,17344.0,5.881,60.217,17344.0,13.182
sim_017_L_32768_P_30_fault,32768,30,fault,32768,9830,22938,58.462,17140.0,13.035,58.515,17140.0,4.062,65.27,17140.0,3.819,63.426,17140.0,12.466
sim_017_L_32768_P_30_uniform,32768,30,uniform,32768,9830,22938,59.179,16988.0,13.032,41.67,16988.0,2.999,51.52,16988.0,2.902,60.004,16988.0,11.811
sim_017_L_32768_P_40_biased,32768,40,biased,32768,13107,19661,61.531,17164.0,13.354,103.702,17164.0,7.059,70.843,17164.0,3.871,65.26,17164.0,12.635
sim_017_L_32768_P_40_cluster,32768,40,cluster,32768,13107,19661,60.008,17052.0,13.326,110.981,17052.0,7.259,98.429,17052.0,5.34,67.21,17052.0,13.228
sim_017_L_32768_P_40_fault,32768,40,fault,32768,13107,19661,61.324,17244.0,13.347,52.648,17244.0,3.758,60.263,17244.0,3.464,68.204,17244.0,12.665
sim_017_L_32768_P_40_uniform,32768,40,uniform,32768,13107,19661,61.898,17164.0,13.348,45.146,17164.0,3.185,52.365,17164.0,3.102,63.827,17164.0,12.585
sim_017_L_32768_P_50_biased,32768,50,biased,32768,16384,16384,60.132,17316.0,13.501,94.301,17316.0,5.916,67.77,17316.0,3.921,59.122,17316.0,12.272
sim_017_L_32768_P_50_cluster,32768,50,cluster,32768,16384,16384,64.724,17372.0,13.503,116.884,17372.0,7.329,100.915,17372.0,5.561,64.961,17372.0,13.7
sim_017_L_32768_P_50_fault,32768,50,fault,32768,16384,16384,65.163,17316.0,13.501,54.961,17316.0,3.775,60.511,17316.0,3.538,64.981,17316.0,12.996
sim_017_L_32768_P_50_uniform,32768,50,uniform,32768,16384,16384,69.121,17556.0,13.501,42.624,17556.0,3.048,52.139,17556.0,2.966,61.907,17556.0,12.703
sim_017_L_32768_P_60_biased,32768,60,biased,32768,19660,13108,61.472,17524.0,13.732,72.308,17524.0,5.105,67.071,17524.0,3.95,63.71,17524.0,13.004
sim_017_L_32768_P_60_cluster,32768,60,cluster,32768,19660,13108,67.583,17532.0,13.747,102.184,17532.0,6.847,88.863,17532.0,5.094,64.443,17532.0,13.265
sim_017_L_32768_P_60_fault,32768,60,fault,32768,19660,13108,69.721,17744.0,13.733,51.772,17744.0,3.685,60.735,17744.0,3.492,63.445,17744.0,13.218
sim_017_L_32768_P_60_uniform,32768,60,uniform,32768,19660,13108,64.723,17768.0,13.735,45.682,17768.0,3.114,52.843,17768.0,3.067,69.907,17768.0,13.777
sim_017_L_32768_P_70_biased,32768,70,biased,32768,22937,9831,63.357,17532.0,13.874,61.374,17532.0,4.43,66.788,17532.0,3.89,62.159,17532.0,12.809
sim_017_L_32768_P_70_cluster,32768,70,cluster,32768,22937,9831,63.347,17744.0,13.858,82.334,17744.0,5.506,83.956,17744.0,4.599,65.628,17744.0,13.774
sim_017_L_32768_P_70_fault,32768,70,fault,32768,22937,9831,64.774,17524.0,13.871,44.652,17524.0,3.23,48.752,17524.0,3.078,65.248,17524.0,13.112
sim_017_L_32768_P_70_uniform,32768,70,uniform,32768,22937,9831,62.833,17668.0,13.869,41.093,17668.0,3.051,50.365,17668.0,2.999,65.998,17668.0,13.54
sim_017_L_32768_P_80_biased,32768,80,biased,32768,26214,6554,66.081,17540.0,13.95,59.234,17540.0,3.982,60.661,17540.0,3.712,59.892,17540.0,12.498
sim_017_L_32768_P_80_cluster,32768,80,cluster,32768,26214,6554,66.009,17532.0,13.955,78.403,17532.0,5.158,75.579,17532.0,4.404,67.669,17532.0,13.606
