row_id,L,P,tipo,linhas_executaveis,linhas_executadas,linhas_nao_executadas,binary_tempo_ns,binary_memoria_kb,binary_iteracoes,interpolation_tempo_ns,interpolation_memoria_kb,interpolation_iteracoes,binary_interpolation_tempo_ns,binary_interpolation_memoria_kb,binary_interpolation_iteracoes,interpolation_once_binary_tempo_ns,interpolation_once_binary_memoria_kb,interpolation_once_binary_iteracoes
sim_001_L_4096_P_70_fault,4096,70,fault,4096,2867,1229,44.879,17668.0,10.872,41.627,17668.0,3.388,57.804,17668.0,3.293,52.116,17668.0,11.205
sim_001_L_4096_P_70_uniform,4096,70,uniform,4096,2867,1229,42.95,17452.0,10.86,33.398,17452.0,2.563,38.723,17452.0,2.514,48.057,17452.0,10.291
sim_001_L_4096_P_80_biased,4096,80,biased,4096,3276,820,43.208,17512.0,10.958,46.64,17512.0,3.327,52.12,17512.0,3.193,48.134,17512.0,10.045
sim_001_L_4096_P_80_cluster,4096,80,cluster,4096,3276,820,49.221,17544.0,10.964,77.887,17544.0,5.151,65.677,17544.0,3.847,51.362,17544.0,10.559
sim_001_L_4096_P_80_fault,4096,80,fault,4096,3276,820,49.526,17452.0,10.947,39.637,17452.0,2.944,43.461,17452.0,2.796,46.339,17452.0,10.253
sim_001_L_4096_P_80_uniform,4096,80,uniform,4096,3276,820,41.356,17532.0,10.953,35.2,17532.0,2.684,39.728,17532.0,2.668,52.862,17532.0,10.185
sim_001_L_512_P_30_biased,512,30,biased,512,153,359,30.56,17452.0,7.123,68.349,17452.0,4.516,40.675,17452.0,2.242,33.902,17452.0,6.816
sim_001_L_512_P_30_cluster,512,30,cluster,512,153,359,22.73,17504.0,6.898,45.661,17504.0,3.309,38.889,17504.0,2.068,36.999,17504.0,6.873
sim_001_L_512_P_30_fault,512,30,fault,512,153,359,35.431,17796.0,7.074,52.726,17796.0,3.301,63.115,17796.0,2.895,40.528,17796.0,6.656
sim_001_L_512_P_30_uniform,512,30,uniform,512,153,359,29.124,17532.0,7.029,24.809,17532.0,2.117,30.868,17532.0,1.945,38.436,17532.0,6.512
sim_001_L_512_P_40_biased,512,40,biased,512,204,308,32.706,17796.0,7.346,59.869,17796.0,4.074,42.788,17796.0,2.59,26.317,17796.0,6.35
sim_001_L_512_P_40_cluster,512,40,cluster,512,204,308,37.383,17452.0,7.385,35.482,17452.0,2.119,33.881,17452.0,1.816,29.856,17452.0,7.438
sim_001_L_512_P_40_fault,512,40,fault,512,204,308,45.358,17544.0,7.344,59.826,17544.0,3.395,69.966,17544.0,2.99,46.97,17544.0,7.131
sim_001_L_512_P_40_uniform,512,40,uniform,512,204,308,31.739,17796.0,7.371,38.51,17796.0,2.404,44.245,17796.0,2.344,40.361,17796.0,7.162
sim_001_L_512_P_50_biased,512,50,biased,512,256,256,36.649,17668.0,7.529,46.758,17668.0,3.236,45.911,17668.0,2.789,30.579,17668.0,6.621
sim_001_L_512_P_50_cluster,512,50,cluster,512,256,256,38.394,17796.0,7.537,88.019,17796.0,5.518,62.406,17796.0,3.357,49.009,17796.0,7.969
sim_001_L_512_P_50_fault,512,50,fault,512,256,256,38.4,17744.0,7.521,39.428,17744.0,2.598,53.035,17744.0,2.467,46.031,17744.0,7.234
sim_001_L_512_P_50_uniform,512,50,uniform,512,256,256,35.905,17668.0,7.523,30.746,17668.0,2.051,32.74,17668.0,2.0,43.81,17668.0,7.078
sim_001_L_512_P_60_biased,512,60,biased,512,307,205,44.476,17544.0,7.734,51.565,17544.0,3.004,49.912,17544.0,2.656,43.937,17544.0,6.555
sim_001_L_512_P_60_cluster,512,60,cluster,512,307,205,40.511,17504.0,7.619,73.567,17504.0,4.227,68.426,17504.0,3.293,52.914,17504.0,8.004
sim_001_L_512_P_60_fault,512,60,fault,512,307,205,30.958,17452.0,7.746,46.03,17452.0,3.359,48.342,17452.0,3.195,41.983,17452.0,7.469
sim_001_L_512_P_60_uniform,512,60,uniform,512,307,205,34.099,17796.0,7.717,33.913,17796.0,2.387,34.971,17796.0,2.322,39.828,17796.0,7.803
sim_001_L_512_P_70_biased,512,70,biased,512,358,154,45.194,17504.0,7.877,52.578,17504.0,2.82,64.106,17504.0,2.748,49.473,17504.0,7.295
sim_001_L_512_P_70_cluster,512,70,cluster,512,358,154,36.783,17668.0,8.004,65.613,17668.0,3.922,58.867,17668.0,3.326,52.577,17668.0,8.369
sim_001_L_512_P_70_fault,512,70,fault,512,358,154,39.742,17544.0,7.916,54.461,17544.0,3.129,59.539,17544.0,3.047,36.304,17544.0,7.504
sim_001_L_512_P_70_uniform,512,70,uniform,512,358,154,34.619,17452.0,7.875,23.674,17452.0,2.07,38.967,17452.0,2.037,44.322,17452.0,6.297
sim_001_L_512_P_80_biased,512,80,biased,512,409,103,33.813,17796.0,7.961,42.608,17796.0,2.711,46.446,17796.0,2.697,37.081,17796.0,7.105
sim_001_L_512_P_80_cluster,512,80,cluster,512,409,103,36.415,17512.0,8.02,52.486,17512.0,3.537,53.18,17512.0,3.184,42.812,17512.0,8.213
sim_001_L_512_P_80_fault,512,80,fault,512,409,103,34.051,17668.0,7.965,33.493,17668.0,2.625,47.59,17668.0,2.605,42.19,17668.0,7.555
sim_001_L_512_P_80_uniform,512,80,uniform,512,409,103,39.012,17504.0,7.986,32.098,17504.0,2.229,48.177,17504.0,2.205,92.627,17504.0,6.863
sim_001_L_64_P_30_biased,64,30,biased,64,19,45,22.242,17544.0,4.125,45.596,17544.0,2.094,30.719,17544.0,1.438,23.271,17544.0,3.516
sim_001_L_64_P_30_cluster,64,30,cluster,64,19,45,19.334,17744.0,4.406,29.799,17744.0,2.203,20.533,17744.0,1.453,19.452,17744.0,4.281
sim_001_L_64_P_30_fault,64,30,fault,64,19,45,13.383,17452.0,4.141,19.928,17452.0,1.625,17.943,17452.0,1.328,21.307,17452.0,4.094
sim_001_L_64_P_30_uniform,64,30,uniform,64,19,45,14.779,17504.0,4.156,26.751,17504.0,1.812,23.873,17504.0,1.734,24.554,17504.0,4.172
sim_001_L_64_P_40_biased,64,40,biased,64,25,39,14.414,17504.0,4.359,33.176,17504.0,2.078,31.701,17504.0,1.391,29.049,17504.0,3.531
sim_001_L_64_P_40_cluster,64,40,cluster,64,25,39,11.893,17532.0,3.984,27.981,17532.0,2.828,22.433,17532.0,1.781,20.92,17532.0,4.297
sim_001_L_64_P_40_fault,64,40,fault,64,25,39,15.0,17452.0,4.5,23.32,17452.0,1.797,21.831,17452.0,1.641,27.737,17452.0,4.312
sim_001_L_64_P_40_uniform,64,40,uniform,64,25,39,20.687,17544.0,4.328,20.437,17544.0,1.797,30.606,17544.0,1.812,17.384,17544.0,4.0
sim_001_L_64_P_50_biased,64,50,biased,64,32,32,19.485,17544.0,4.609,28.951,17544.0,1.828,35.948,17544.0,1.797,19.536,17544.0,4.281
sim_001_L_64_P_50_cluster,64,50,cluster,64,32,32,19.283,17544.0,5.094,6.239,17544.0,0.5,5.832,17544.0,0.5,18.176,17544.0,3.484
sim_001_L_64_P_50_fault,64,50,fault,64,32,32,19.553,17796.0,4.609,35.694,17796.0,2.328,35.845,17796.0,2.062,32.978,17796.0,4.922
sim_001_L_64_P_50_uniform,64,50,uniform,64,32,32,23.718,17452.0,4.656,26.181,17452.0,1.391,25.951,17452.0,1.375,29.614,17452.0,3.703
sim_001_L_64_P_60_biased,64,60,biased,64,38,26,21.27,17504.0,4.891,31.613,17504.0,2.219,43.165,17504.0,2.078,36.449,17504.0,4.453
sim_001_L_64_P_60_cluster,64,60,cluster,64,38,26,29.296,17796.0,4.703,45.551,17796.0,2.203,34.107,17796.0,1.547,38.551,17796.0,4.516
sim_001_L_64_P_60_fault,64,60,fault,64,38,26,21.014,17796.0,4.812,22.563,17796.0,1.828,35.117,17796.0,1.75,34.822,17796.0,3.781
sim_001_L_64_P_60_uniform,64,60,uniform,64,38,26,19.307,17532.0,4.797,21.276,17532.0,1.781,23.996,17532.0,1.781,32.267,17532.0,4.5
sim_001_L_64_P_70_biased,64,70,biased,64,44,20,18.338,17512.0,4.984,37.485,17512.0,2.125,37.353,17512.0,1.969,25.888,17512.0,3.969
sim_001_L_64_P_70_cluster,64,70,cluster,64,44,20,16.864,17452.0,4.797,17.514,17452.0,1.531,15.411,17452.0,1.344,20.623,17452.0,4.125
sim_001_L_64_P_70_fault,64,70,fault,64,44,20,18.636,17668.0,4.984,16.673,17668.0,1.594,33.289,17668.0,1.578,39.162,17668.0,4.656
sim_001_L_64_P_70_uniform,64,70,uniform,64,44,20,17.47,17668.0,4.969,22.834,17668.0,1.984,26.663,17668.0,2.016,24.367,17668.0,4.922
sim_001_L_64_P_80_biased,64,80,biased,64,51,13,17.482,17512.0,5.047,24.412,17512.0,1.906,36.117,17512.0,1.875,26.291,17512.0,4.406
sim_001_L_64_P_80_cluster,64,80,cluster,64,51,13,31.21,17504.0,5.109,8.839,17504.0,0.797,18.971,17504.0,0.797,17.124,17504.0,2.016
sim_001_L_64_P_80_fault,64,80,fault,64,51,13,25.955,17532.0,5.047,22.532,17532.0,1.703,29.966,17532.0,1.703,28.621,17532.0,4.297
sim_001_L_64_P_80_uniform,64,80,uniform,64,51,13,25.542,17544.0,5.109,42.216,17544.0,2.047,38.482,17544.0,2.016,40.053,17544.0,4.391
sim_001_L_65536_P_30_biased,65536,30,biased,65536,19660,45876,69.584,20332.0,14.029,148.46,20332.0,9.86,65.054,20332.0,3.679,63.967,20332.0,12.703
sim_001_L_65536_P_30_cluster,65536,30,cluster,65536,19660,45876,70.129,21108.0,14.022,134.67,21108.0,8.424,108.021,21108.0,5.904,70.002,21108.0,14.068
sim_001_L_65536_P_30_fault,65536,30,fault,65536,19660,45876,72.448,21040.0,14.034,53.127,21040.0,3.666,59.627,21040.0,3.42,70.594,21040.0,13.749
sim_001_L_65536_P_30_uniform,65536,30,uniform,65536,19660,45876,69.03,20920.0,14.032,47.814,20920.0,3.377,61.903,20920.0,3.264,69.858,20920.0,13.53
sim_001_L_65536_P_40_biased,65536,40,biased,65536,26214,39322,70.772,20936.0,14.347,108.214,20936.0,7.46,71.993,20936.0,3.985,72.249,20936.0,13.745
sim_001_L_65536_P_40_cluster,65536,40,cluster,65536,26214,39322,70.909,21280.0,14.344,134.26,21280.0,7.93,108.52,21280.0,5.671,70.486,21280.0,14.346
sim_001_L_65536_P_40_fault,65536,40,fault,65536,26214,39322,69.039,21208.0,14.349,57.089,21208.0,3.845,63.453,21208.0,3.635,67.29,21208.0,14.122
sim_001_L_65536_P_40_uniform,65536,40,uniform,65536,26214,39322,68.19,21112.0,14.352,41.742,21112.0,3.043,53.046,21112.0,2.953,69.438,21112.0,13.303
sim_001_L_65536_P_50_biased,65536,50,biased,65536,32768,32768,69.347,21280.0,14.5,98.596,21280.0,6.203,67.471,21280.0,4.018,64.33,21280.0,13.209
sim_001_L_65536_P_50_cluster,65536,50,cluster,65536,32768,32768,70.181,21324.0,14.501,107.335,21324.0,7.016,96.056,21324.0,5.264,70.415,21324.0,14.549
sim_001_L_65536_P_50_fault,65536,50,fault,65536,32768,32768,66.784,21368.0,14.5,54.619,21368.0,3.874,63.044,21368.0,3.643,74.365,21368.0,14.622
sim_001_L_65536_P_50_uniform,65536,50,uniform,65536,32768,32768,68.371,20984.0,14.5,42.18,20984.0,3.045,50.97,20984.0,2.972,74.848,20984.0,14.442
sim_001_L_65536_P_60_biased,65536,60,biased,65536,39321,26215,69.502,21324.0,14.738,76.492,21324.0,5.337,73.016,21324.0,4.1,67.038,21324.0,14.063
sim_001_L_65536_P_60_cluster,65536,60,cluster,65536,39321,26215,68.222,21208.0,14.733,102.059,21208.0,6.684,95.59,21208.0,5.307,72.251,21208.0,15.02
sim_001_L_65536_P_60_fault,65536,60,fault,65536,39321,26215,67.727,20984.0,14.733,57.867,20984.0,4.051,64.789,20984.0,3.884,66.465,20984.0,14.312
sim_001_L_65536_P_60_uniform,65536,60,uniform,65536,39321,26215,68.911,21392.0,14.734,47.148,21392.0,3.176,54.082,21392.0,3.125,74.723,21392.0,14.774
sim_001_L_65536_P_70_biased,65536,70,biased,65536,45875,19661,72.672,21076.0,14.873,71.777,21076.0,4.733,67.433,21076.0,3.903,65.456,21076.0,13.568
sim_001_L_65536_P_70_cluster,65536,70,cluster,65536,45875,19661,73.334,21324.0,14.875,86.454,21324.0,5.848,86.431,21324.0,4.757,72.023,21324.0,14.809
sim_001_L_65536_P_70_fault,65536,70,fault,65536,45875,19661,76.199,21392.0,14.874,50.468,21392.0,3.486,56.928,21392.0,3.35,72.718,21392.0,13.961
sim_001_L_65536_P_70_uniform,65536,70,uniform,65536,45875,19661,70.821,21076.0,14.872,44.028,21076.0,3.198,52.452,21076.0,3.158,69.709,21076.0,14.137
sim_001_L_65536_P_80_biased,65536,80,biased,65536,52428,13108,69.957,21356.0,14.951,57.356,21356.0,4.129,63.293,21356.0,3.797,64.82,21356.0,13.548
sim_001_L_65536_P_80_cluster,65536,80,cluster,65536,52428,13108,70.954,21652.0,14.953,75.683,21652.0,5.134,75.763,21652.0,4.48,71.033,21652.0,14.573
sim_001_L_65536_P_80_fault,65536,80,fault,65536,52428,13108,69.637,21172.0,14.95,49.554,21172.0,3.531,56.277,21172.0,3.445,72.168,21172.0,14.75
sim_001_L_65536_P_80_uniform,65536,80,uniform,65536,52428,13108,70.506,21108.0,14.95,41.53,21108.0,3.098,48.587,21108.0,3.067,68.675,21108.0,14.564
sim_001_L_8192_P_30_biased,8192,30,biased,8192,2457,5735,51.37,21208.0,11.023,118.454,21208.0,7.642,49.052,21208.0,3.127,48.615,21208.0,9.569
sim_001_L_8192_P_30_cluster,8192,30,cluster,8192,2457,5735,48.539,21324.0,11.079,131.898,21324.0,7.905,96.411,21324.0,5.311,53.198,21324.0,11.449
sim_001_L_8192_P_30_fault,8192,30,fault,8192,2457,5735,48.882,21640.0,11.019,49.665,21640.0,3.436,55.315,21640.0,3.209,53.57,21640.0,10.898
sim_001_L_8192_P_30_uniform,8192,30,uniform,8192,2457,5735,48.651,21324.0,11.031,43.501,21324.0,3.052,50.544,21324.0,2.996,54.731,21324.0,10.971
sim_001_L_8192_P_40_biased,8192,40,biased,8192,3276,4916,51.29,21640.0,11.35,88.304,21640.0,5.977,64.253,21640.0,3.512,53.283,21640.0,10.265
sim_001_L_8192_P_40_cluster,8192,40,cluster,8192,3276,4916,47.48,21108.0,11.363,97.888,21108.0,6.523,85.542,21108.0,4.846,58.179,21108.0,11.357
sim_001_L_8192_P_40_fault,8192,40,fault,8192,3276,4916,51.265,21172.0,11.35,50.045,21172.0,3.433,60.756,21172.0,3.221,53.553,21172.0,11.535
sim_001_L_8192_P_40_uniform,8192,40,uniform,8192,3276,4916,50.976,21640.0,11.346,39.176,21640.0,2.742,48.345,21640.0,2.662,64.563,21640.0,10.465
sim_001_L_8192_P_50_biased,8192,50,biased,8192,4096,4096,55.862,21172.0,11.502,80.208,21172.0,5.088,60.993,21172.0,3.615,48.658,21172.0,10.199
sim_001_L_8192_P_50_cluster,8192,50,cluster,8192,4096,4096,47.551,21640.0,11.53,98.555,21640.0,6.265,80.385,21640.0,4.517,57.8,21640.0,10.989
sim_001_L_8192_P_50_fault,8192,50,fault,8192,4096,4096,53.173,21652.0,11.502,49.266,21652.0,3.404,51.452,21652.0,3.155,57.985,21652.0,11.353
sim_001_L_8192_P_50_uniform,8192,50,uniform,8192,4096,4096,55.719,21324.0,11.502,33.89,21324.0,2.647,42.276,21324.0,2.536,58.129,21324.0,10.827
sim_001_L_8192_P_60_biased,8192,60,biased,8192,4915,3277,58.856,21592.0,11.738,65.088,21592.0,4.508,61.985,21592.0,3.659,47.444,21592.0,10.579
sim_001_L_8192_P_60_cluster,8192,60,cluster,8192,4915,3277,54.335,21324.0,11.671,118.138,21324.0,6.742,91.908,21324.0,4.791,52.467,21324.0,11.319
sim_001_L_8192_P_60_fault,8192,60,fault,8192,4915,3277,51.152,21208.0,11.738,56.593,21208.0,3.851,61.04,21208.0,3.709,56.182,21208.0,11.371
sim_001_L_8192_P_60_uniform,8192,60,uniform,8192,4915,3277,56.122,21592.0,11.731,41.027,21592.0,2.576,44.329,21592.0,2.521,63.065,21592.0,11.038
sim_001_L_8192_P_70_biased,8192,70,biased,8192,5734,2458,54.383,21208.0,11.875,59.643,21208.0,3.985,58.207,21208.0,3.532,48.608,21208.0,10.503
sim_001_L_8192_P_70_cluster,8192,70,cluster,8192,5734,2458,49.894,21640.0,11.882,78.975,21640.0,5.193,78.758,21640.0,4.391,56.78,21640.0,11.343
sim_001_L_8192_P_70_fault,8192,70,fault,8192,5734,2458,51.88,21356.0,11.869,45.337,21356.0,3.018,49.952,21356.0,2.892,63.217,21356.0,11.538
sim_001_L_8192_P_70_uniform,8192,70,uniform,8192,5734,2458,51.358,21108.0,11.868,33.913,21108.0,2.596,37.295,21108.0,2.542,56.729,21108.0,11.292
sim_001_L_8192_P_80_biased,8192,80,biased,8192,6553,1639,50.754,21652.0,11.952,49.944,21652.0,3.502,58.549,21652.0,3.346,53.833,21652.0,10.963
sim_001_L_8192_P_80_cluster,8192,80,cluster,8192,6553,1639,52.206,21592.0,11.966,75.76,21592.0,5.137,76.501,21592.0,4.484,60.939,21592.0,11.949
sim_001_L_8192_P_80_fault,8192,80,fault,8192,6553,1639,53.32,21324.0,11.956,42.158,21324.0,3.034,45.251,21324.0,2.894,57.295,21324.0,11.904
sim_001_L_8192_P_80_uniform,8192,80,uniform,8192,6553,1639,48.189,21356.0,11.949,35.347,21356.0,2.76,42.034,21356.0,2.739,54.58,21356.0,11.063
sim_002_L_1024_P_30_biased,1024,30,biased,1024,307,717,31.441,13344.0,8.139,78.068,13472.0,5.771,35.806,13472.0,2.536,27.183,13472.0,6.674
sim_002_L_1024_P_30_cluster,1024,30,cluster,1024,307,717,29.353,13484.0,8.081,52.418,13484.0,3.976,44.63,13484.0,2.606,50.029,13484.0,8.29
sim_002_L_1024_P_30_fault,1024,30,fault,1024,307,717,29.557,13612.0,8.059,28.211,13612.0,2.436,32.718,13612.0,2.314,38.07,13612.0,7.171
sim_002_L_1024_P_30_uniform,1024,30,uniform,1024,307,717,34.487,13356.0,8.012,43.356,13356.0,2.46,46.981,13356.0,2.417,43.664,13356.0,7.394
sim_002_L_1024_P_40_biased,1024,40,biased,1024,409,615,33.968,13476.0,8.33,48.167,13476.0,4.168,41.524,13476.0,2.813,31.297,13476.0,7.111
sim_002_L_1024_P_40_cluster,1024,40,cluster,1024,409,615,24.401,13728.0,8.337,55.591,13728.0,4.558,42.485,13728.0,2.833,40.159,13728.0,7.761
sim_002_L_1024_P_40_fault,1024,40,fault,1024,409,615,27.501,13484.0,8.372,38.51,13484.0,3.022,38.312,13484.0,2.916,37.973,13484.0,8.548
sim_002_L_1024_P_40_uniform,1024,40,uniform,1024,409,615,31.846,13728.0,8.377,30.409,13728.0,2.522,34.649,13728.0,2.514,45.764,13728.0,8.328
sim_002_L_1024_P_50_biased,1024,50,biased,1024,512,512,34.658,13484.0,8.513,60.998,13484.0,4.335,51.104,13484.0,3.282,35.082,13484.0,7.513
sim_002_L_1024_P_50_cluster,1024,50,cluster,1024,512,512,33.646,13484.0,8.638,45.165,13484.0,3.29,30.947,13484.0,2.097,34.228,13484.0,8.202
sim_002_L_1024_P_50_fault,1024,50,fault,1024,512,512,36.246,13472.0,8.514,40.738,13472.0,3.459,50.744,13472.0,3.24,42.423,13472.0,8.306
sim_002_L_1024_P_50_uniform,1024,50,uniform,1024,512,512,33.964,13728.0,8.514,35.779,13728.0,2.801,44.351,13728.0,2.69,43.795,13728.0,8.778
sim_002_L_1024_P_60_biased,1024,60,biased,1024,614,410,30.257,13608.0,8.733,46.406,13608.0,3.375,50.824,13608.0,3.087,40.101,13608.0,8.06
sim_002_L_1024_P_60_cluster,1024,60,cluster,1024,614,410,31.519,13612.0,8.684,61.648,13612.0,4.552,60.661,13612.0,3.715,36.727,13612.0,8.649
sim_002_L_1024_P_60_fault,1024,60,fault,1024,614,410,31.161,13728.0,8.73,45.411,13728.0,3.152,44.02,13728.0,3.032,42.037,13728.0,8.091
sim_002_L_1024_P_60_uniform,1024,60,uniform,1024,614,410,35.525,13608.0,8.743,33.282,13608.0,2.413,39.052,13608.0,2.331,38.315,13608.0,8.082
sim_002_L_1024_P_70_biased,1024,70,biased,1024,716,308,32.025,13484.0,8.881,41.1,13484.0,3.119,45.658,13484.0,3.01,39.166,13484.0,7.854
sim_002_L_1024_P_70_cluster,1024,70,cluster,1024,716,308,32.265,13608.0,8.893,46.928,13608.0,3.437,46.962,13608.0,2.965,49.181,13608.0,8.695
sim_002_L_1024_P_70_fault,1024,70,fault,1024,716,308,32.415,13612.0,8.87,34.881,13612.0,2.757,45.008,13612.0,2.641,44.993,13612.0,8.222
sim_002_L_1024_P_70_uniform,1024,70,uniform,1024,716,308,37.424,13484.0,8.885,29.336,13484.0,2.372,43.032,13484.0,2.345,47.035,13484.0,8.511
sim_002_L_1024_P_80_biased,1024,80,biased,1024,819,205,37.021,13612.0,8.95,31.66,13612.0,2.729,39.939,13612.0,2.704,36.479,13612.0,7.729
sim_002_L_1024_P_80_cluster,1024,80,cluster,1024,819,205,36.196,13484.0,8.979,50.836,13484.0,3.799,41.79,13484.0,2.916,43.657,13484.0,8.911
sim_002_L_1024_P_80_fault,1024,80,fault,1024,819,205,29.233,13472.0,8.966,37.677,13472.0,2.753,35.093,13472.0,2.579,43.253,13472.0,8.529
sim_002_L_1024_P_80_uniform,1024,80,uniform,1024,819,205,34.953,13484.0,8.956,25.022,13484.0,2.162,35.486,13484.0,2.143,39.211,13484.0,7.495
sim_002_L_128_P_30_biased,128,30,biased,128,38,90,19.7,13612.0,4.922,42.378,13612.0,2.945,25.396,13612.0,1.695,17.398,13612.0,3.969
sim_002_L_128_P_30_cluster,128,30,cluster,128,38,90,22.171,13612.0,5.367,16.356,13612.0,0.922,14.333,13612.0,0.852,24.672,13612.0,5.5
sim_002_L_128_P_30_fault,128,30,fault,128,38,90,20.436,13484.0,5.164,30.324,13484.0,2.0,24.289,13484.0,1.891,29.071,13484.0,5.227
sim_002_L_128_P_30_uniform,128,30,uniform,128,38,90,20.783,13484.0,5.125,19.027,13484.0,1.305,40.163,13484.0,1.305,36.565,13484.0,4.891
sim_002_L_128_P_40_biased,128,40,biased,128,51,77,22.683,13736.0,5.484,49.188,13736.0,3.711,32.179,13736.0,2.188,22.474,13736.0,4.953
sim_002_L_128_P_40_cluster,128,40,cluster,128,51,77,20.618,13612.0,5.555,5.581,13612.0,0.398,9.498,13612.0,0.398,20.588,13612.0,4.008
sim_002_L_128_P_40_fault,128,40,fault,128,51,77,24.118,13612.0,5.344,31.288,13612.0,2.461,31.168,13612.0,2.258,28.874,13612.0,5.141
sim_002_L_128_P_40_uniform,128,40,uniform,128,51,77,20.522,13484.0,5.398,19.799,13484.0,1.734,24.747,13484.0,1.719,29.78,13484.0,5.664
sim_002_L_128_P_50_biased,128,50,biased,128,64,64,22.449,13472.0,5.586,44.073,13472.0,2.953,36.321,13472.0,2.352,29.865,13472.0,5.055
sim_002_L_128_P_50_cluster,128,50,cluster,128,64,64,22.413,13612.0,5.562,40.338,13612.0,2.633,30.754,13612.0,1.969,37.687,13612.0,5.938
sim_002_L_128_P_50_fault,128,50,fault,128,64,64,22.96,13472.0,5.578,46.379,13472.0,2.43,33.373,13472.0,2.148,33.611,13472.0,5.18
sim_002_L_128_P_50_uniform,128,50,uniform,128,64,64,21.638,13612.0,5.609,33.205,13612.0,2.906,38.81,13612.0,2.18,31.978,13612.0,5.32
sim_002_L_128_P_60_biased,128,60,biased,128,76,52,19.7,13612.0,5.75,24.253,13612.0,2.18,33.366,13612.0,1.984,24.404,13612.0,4.906
sim_002_L_128_P_60_cluster,128,60,cluster,128,76,52,17.195,13612.0,6.039,46.881,13612.0,3.664,32.74,13612.0,2.234,39.748,13612.0,5.734
sim_002_L_128_P_60_fault,128,60,fault,128,76,52,27.295,13604.0,5.773,27.306,13604.0,2.164,36.658,13604.0,2.156,31.069,13604.0,5.227
sim_002_L_128_P_60_uniform,128,60,uniform,128,76,52,23.977,13728.0,5.781,29.889,13728.0,2.039,30.701,13728.0,2.0,26.238,13728.0,5.656
sim_002_L_128_P_70_biased,128,70,biased,128,89,39,21.507,13612.0,5.914,28.292,13612.0,2.219,31.6,13612.0,2.133,21.067,13612.0,5.648
sim_002_L_128_P_70_cluster,128,70,cluster,128,89,39,25.327,13612.0,5.883,49.413,13612.0,3.734,25.027,13612.0,1.852,33.341,13612.0,5.719
sim_002_L_128_P_70_fault,128,70,fault,128,89,39,23.352,13612.0,5.969,37.372,13612.0,2.469,30.113,13612.0,2.438,24.243,13612.0,5.461
sim_002_L_128_P_70_uniform,128,70,uniform,128,89,39,15.487,13740.0,5.898,18.371,13740.0,1.828,18.771,13740.0,1.828,24.386,13740.0,5.453
sim_002_L_128_P_80_biased,128,80,biased,128,102,26,25.187,13728.0,6.0,31.799,13728.0,2.703,30.898,13728.0,2.57,20.731,13728.0,5.672
sim_002_L_128_P_80_cluster,128,80,cluster,128,102,26,18.88,13732.0,6.062,33.79,13732.0,2.531,30.32,13732.0,2.492,40.772,13732.0,6.188
sim_002_L_128_P_80_fault,128,80,fault,128,102,26,26.573,13612.0,5.922,33.296,13612.0,2.227,29.655,13612.0,2.055,36.206,13612.0,5.633
sim_002_L_128_P_80_uniform,128,80,uniform,128,102,26,21.366,13484.0,5.984,19.47,13484.0,2.117,25.453,13484.0,2.055,30.459,13484.0,5.586
sim_002_L_16384_P_30_biased,16384,30,biased,16384,4915,11469,50.401,15276.0,12.043,114.723,15276.0,8.467,54.832,15276.0,3.457,53.311,15276.0,11.17
sim_002_L_16384_P_30_cluster,16384,30,cluster,16384,4915,11469,53.905,15160.0,12.06,110.861,15160.0,7.405,90.587,15160.0,5.152,57.219,15160.0,11.661
sim_002_L_16384_P_30_fault,16384,30,fault,16384,4915,11469,53.443,15376.0,12.034,49.179,15376.0,3.581,56.66,15376.0,3.376,56.177,15376.0,11.758
sim_002_L_16384_P_30_uniform,16384,30,uniform,16384,4915,11469,51.717,15424.0,12.036,40.534,15424.0,3.036,47.214,15424.0,2.891,61.194,15424.0,11.478
sim_002_L_16384_P_40_biased,16384,40,biased,16384,6553,9831,54.746,15268.0,12.351,92.936,15268.0,6.377,59.61,15268.0,3.611,53.762,15268.0,11.107
sim_002_L_16384_P_40_cluster,16384,40,cluster,16384,6553,9831,56.01,15168.0,12.387,131.661,15168.0,8.329,100.068,15168.0,5.609,60.374,15168.0,12.789
